Bus_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,metro_cost,metro_travel_time,metro_Comfort,metro_CO2,RH_cost,RH_travel_time,RH_Comfort,RH_CO2
8,10,5,10,8,20,5,10,20,10,1,10
3,20,1,2,5,20,1,5,7,10,3,10
3,10,5,10,12,20,5,10,7,15,1,5
3,30,3,5,8,15,3,10,7,25,1,10
8,10,3,2,12,15,1,5,7,15,5,10
3,20,1,5,12,15,1,10,7,15,3,2
15,10,1,5,12,10,3,5,15,10,1,2
3,30,1,5,5,10,1,5,15,25,3,5
15,30,1,10,5,10,1,5,15,10,5,10
3,10,5,5,5,10,1,5,7,10,3,10
15,20,5,2,8,15,5,2,15,25,1,2
15,10,3,2,5,10,3,10,7,25,5,5
15,20,1,5,5,10,5,10,20,15,5,10
3,30,5,5,12,20,5,5,15,10,5,2
3,10,3,5,12,10,5,2,7,25,1,5
3,10,5,10,8,15,3,5,7,10,1,2
15,20,1,5,8,20,1,2,20,15,5,5
3,10,5,10,12,15,5,5,7,10,5,10
8,10,3,2,12,15,3,5,7,10,5,5
15,20,1,5,12,10,1,10,20,15,1,5
3,10,1,10,5,20,1,10,15,15,1,2
3,10,1,5,5,20,1,5,7,15,5,10
3,10,5,5,12,20,3,5,15,25,1,5
15,20,5,5,12,15,5,10,15,25,1,10
15,30,3,2,5,20,5,5,7,15,3,5
8,10,1,10,8,20,1,5,7,25,5,10
15,30,5,2,5,15,3,10,20,25,1,10
3,30,1,2,5,10,3,2,15,25,5,10
8,10,1,5,8,10,5,10,7,10,1,10
15,20,5,2,8,20,1,10,15,25,3,2
8,20,5,10,5,15,1,10,20,25,3,2
8,30,5,5,8,20,5,10,20,15,1,2
15,30,3,5,12,10,1,5,15,10,3,5
8,30,5,2,8,20,5,2,20,10,5,10
3,10,5,5,12,15,5,5,15,25,3,5
8,20,1,2,5,20,5,10,20,25,5,10
3,20,5,5,8,15,3,10,7,25,5,5
8,20,3,10,5,10,3,5,20,25,3,5
8,30,1,5,12,15,1,5,20,15,3,10
3,10,5,2,12,20,5,2,20,25,1,2
15,20,1,5,5,20,5,5,15,10,1,5
8,20,1,5,5,10,3,5,7,25,5,5
3,10,1,2,8,15,3,5,20,10,3,2
8,20,3,10,5,15,1,5,7,25,5,2
3,10,5,5,5,20,1,10,15,25,5,10
15,10,5,10,8,20,5,10,20,15,5,5
8,20,1,10,8,15,3,10,20,15,1,10
15,20,5,5,8,15,5,5,15,10,3,10
3,30,3,2,5,15,5,10,15,15,1,10
15,30,1,5,8,10,5,10,20,25,3,2
8,20,5,5,8,20,1,10,15,10,3,10
8,30,5,10,12,20,1,5,7,10,3,2
3,10,5,10,8,20,3,5,15,15,1,5
15,10,5,2,5,20,5,10,15,15,3,2
8,20,1,5,8,20,1,10,20,15,3,5
8,10,5,10,8,10,1,10,15,25,5,5
15,10,3,10,5,10,3,5,15,25,3,10
3,10,5,5,12,15,1,5,15,10,3,2
8,20,1,2,12,10,1,10,7,15,1,10
8,20,1,5,12,15,1,10,7,10,1,10
8,30,3,2,5,15,1,5,7,10,5,10
8,30,1,2,5,15,1,2,7,15,1,2
15,10,1,5,8,10,1,2,15,15,1,5
8,30,5,5,8,20,1,5,15,15,5,5
8,30,3,10,12,15,1,5,20,10,1,10
8,20,1,10,8,15,3,10,20,15,1,2
8,10,3,2,5,10,3,2,15,25,5,2
3,10,3,10,8,15,5,5,20,15,3,5
8,10,5,10,5,15,5,5,20,15,5,10
8,10,3,5,8,10,5,5,20,25,3,5
8,10,5,10,8,10,5,5,20,10,3,2
8,10,1,2,8,10,5,10,20,25,1,10
15,20,3,10,5,20,3,2,20,25,3,5
8,20,1,10,12,15,1,2,15,25,5,2
15,30,5,2,12,15,1,10,15,15,3,5
15,10,5,10,8,20,5,10,20,25,3,5
3,20,3,5,8,10,5,5,7,15,3,5
15,20,1,2,12,10,5,2,20,10,1,5
15,20,1,10,8,15,1,2,20,10,1,2
8,20,1,2,8,15,3,5,20,10,1,2
15,10,5,10,12,20,5,5,7,15,1,2
15,10,5,2,8,20,5,2,20,15,3,5
3,30,3,5,5,20,5,10,20,15,5,2
8,30,3,10,5,20,3,2,20,0,3,5
8,30,5,5,8,20,5,5,7,25,5,2
8,20,1,2,5,10,5,2,20,10,3,5
3,10,1,2,12,15,5,10,7,15,5,5
15,10,1,5,12,10,3,5,20,25,5,10
8,10,1,10,12,15,5,10,20,25,3,5
15,30,3,2,5,10,3,10,15,25,5,5
3,20,1,5,5,20,5,2,15,15,3,10
8,20,5,2,12,20,1,5,20,10,5,5
15,30,1,10,8,15,3,2,7,25,3,5
8,20,3,2,5,10,3,2,20,15,1,10
15,10,1,2,8,10,1,2,20,15,5,2
8,10,1,2,5,15,5,5,15,10,1,10
3,10,3,2,5,20,3,10,15,25,1,10
3,20,1,10,5,15,1,5,7,10,3,2
3,30,3,10,12,10,5,5,15,10,3,2
3,20,5,5,5,15,1,5,15,25,1,2
15,10,3,2,5,15,1,2,20,15,1,5
15,20,1,5,8,10,3,10,20,25,5,2
15,20,1,10,8,10,5,10,20,15,3,5
3,20,3,5,8,15,1,5,20,10,1,5
8,20,1,2,5,10,5,5,7,25,5,5
15,30,3,5,12,10,3,10,7,25,3,10
3,10,5,5,5,20,5,10,15,10,3,10
8,20,1,10,8,15,1,2,7,15,1,10
15,20,3,2,8,10,5,2,15,15,3,2
8,30,5,5,8,20,5,2,7,25,5,5
15,30,5,10,8,10,5,2,20,25,3,2
3,20,3,2,5,10,3,2,20,15,3,5
15,20,1,10,8,15,1,5,20,10,1,10
8,10,5,10,8,20,1,5,15,15,1,2
8,20,5,10,12,10,1,5,20,25,3,10
15,30,5,10,8,20,3,5,7,15,3,5
15,20,5,5,5,15,3,5,7,25,1,5
15,30,1,2,8,20,5,10,15,25,3,10
8,30,1,5,5,20,5,5,7,10,5,2
8,10,5,10,8,20,1,5,7,25,5,2
3,10,5,5,8,20,3,2,7,25,5,5
15,10,3,10,8,15,3,2,15,15,5,5
8,10,5,10,5,10,5,2,7,15,3,5
8,20,5,2,5,10,3,2,20,15,1,2
8,10,5,10,5,15,5,2,20,10,5,10
3,10,1,10,8,20,5,2,7,10,1,10
8,30,5,5,5,10,1,10,7,10,1,10
3,10,3,10,8,15,3,2,20,10,5,10
15,30,1,10,5,10,3,5,20,10,5,2
15,10,5,2,12,20,5,2,15,25,5,5
8,20,3,5,8,20,1,2,20,25,3,10
8,30,3,2,5,15,5,5,7,15,3,5
8,30,3,5,8,20,3,2,20,15,5,10
8,30,5,5,12,10,3,5,7,10,5,10
15,20,3,5,12,15,5,2,7,25,5,10
3,10,3,2,8,15,5,10,20,10,1,5
3,10,5,5,12,15,1,10,20,25,5,2
8,10,1,5,5,20,3,2,15,15,5,5
8,20,3,10,8,10,5,2,7,25,5,5
8,10,1,10,8,20,5,2,20,25,5,5
15,30,5,5,5,15,5,10,7,10,5,2
8,20,1,5,8,20,1,10,7,25,1,10
3,30,5,2,5,20,1,5,15,15,5,2
3,10,5,10,5,15,5,10,7,15,1,10
8,10,3,10,12,20,1,5,20,25,1,5
3,30,1,5,5,20,3,10,20,10,5,2
3,20,5,5,5,10,5,5,20,15,3,2
15,20,1,10,5,20,3,5,7,10,5,5
15,10,5,10,5,10,5,2,20,10,3,10
3,10,3,10,8,15,5,2,15,25,1,5
15,30,3,5,5,10,1,10,15,25,3,10
8,10,3,5,12,10,5,5,15,10,1,5
15,10,3,10,12,20,3,10,7,15,3,5
15,30,1,10,12,15,1,10,20,10,5,10
3,20,5,5,12,20,3,5,7,10,1,2
3,30,3,10,12,10,1,5,15,25,0,5
15,10,1,2,8,20,5,5,7,10,3,5
15,10,5,2,8,15,3,2,7,25,5,5
8,20,5,5,5,15,3,2,15,10,3,5
15,30,5,2,8,20,3,5,20,15,3,5
3,30,3,5,8,15,1,2,15,15,1,5
15,10,5,10,12,20,1,2,7,25,5,2
15,30,3,2,8,20,5,2,7,25,3,2
3,30,5,5,5,10,3,5,20,25,5,10
8,30,3,5,5,20,3,10,7,25,5,10
15,10,5,10,5,10,3,2,15,10,5,10
15,10,1,5,12,20,5,10,7,10,3,5
3,30,3,2,12,10,3,10,7,25,5,10
15,10,1,5,5,20,5,2,7,10,3,5
8,10,1,2,5,20,5,5,20,10,5,10
15,10,1,5,5,20,5,2,7,25,3,10
8,30,1,10,8,10,5,2,7,25,1,5
15,20,3,5,12,20,3,5,15,25,1,5
15,30,3,10,12,10,1,2,7,15,5,10
3,30,5,2,12,20,3,10,7,10,3,5
15,20,1,10,5,15,3,5,7,10,3,2
3,10,1,10,5,20,3,10,7,25,5,2
15,30,5,2,8,15,5,5,7,25,5,2
3,20,3,2,5,10,5,10,20,25,5,10
15,20,5,2,12,15,3,5,7,10,3,2
8,20,5,5,8,15,3,5,15,25,1,10
15,30,5,2,8,10,1,10,20,10,3,10
15,20,3,5,5,15,1,2,7,15,3,5
8,20,3,10,12,20,1,5,7,25,3,10
3,10,5,5,5,15,5,2,20,10,1,10
15,20,1,5,12,15,5,2,20,10,1,5
8,30,3,2,12,20,3,2,7,10,5,5
15,10,3,10,5,20,1,2,20,15,5,10
15,10,5,5,8,20,1,10,15,15,1,10
15,30,1,5,12,20,1,5,7,15,3,5
3,20,3,10,5,15,5,2,20,25,5,10
3,20,1,5,5,15,3,2,20,10,5,10
3,10,1,10,8,10,1,2,15,25,5,5
3,20,3,10,8,10,5,5,20,10,1,10
3,20,1,10,8,15,3,5,20,25,5,2
15,10,3,10,8,15,1,5,20,15,3,2
3,20,3,10,5,10,1,5,7,10,1,5
8,10,1,10,12,20,5,10,15,15,1,10
3,30,1,5,5,20,1,5,15,15,3,10
8,10,1,2,12,20,5,2,7,25,3,10
15,30,3,5,12,10,1,5,20,10,1,10
15,10,5,5,12,10,1,10,15,25,1,2
15,20,3,10,5,15,3,2,15,15,5,10
8,10,3,2,8,20,3,5,20,10,5,2
3,30,3,2,12,15,1,2,20,15,1,5
8,10,1,5,12,15,5,2,20,10,3,10
8,30,3,2,8,20,3,5,15,10,5,5
3,20,5,10,5,20,3,10,7,25,1,5
15,10,1,10,12,20,5,5,7,15,3,2
15,30,5,2,8,15,3,5,20,10,1,2
15,10,1,10,8,10,3,2,15,10,3,5
15,30,1,10,8,10,1,10,15,25,5,2
8,10,5,5,5,10,5,5,20,15,3,5
3,30,1,2,5,20,1,10,15,15,5,2
15,30,3,2,5,20,5,10,7,25,5,2
3,10,3,2,8,15,3,5,15,15,5,10
15,20,3,10,8,15,1,10,15,25,1,5
8,10,1,10,12,15,5,2,7,25,3,2
3,30,1,10,12,15,1,5,20,25,5,10
15,10,3,10,8,15,3,10,20,25,1,5
3,20,1,10,12,10,1,5,15,15,3,5
8,10,1,10,8,20,5,10,15,25,1,5
15,20,1,2,12,20,5,2,20,15,3,5
3,10,3,2,5,10,3,10,15,10,3,10
3,30,1,2,8,15,5,2,7,10,5,2
8,10,1,10,12,15,1,2,15,25,1,5
3,30,3,2,12,15,3,2,7,25,5,5
15,10,1,5,8,15,5,10,15,25,5,10
8,30,3,10,8,15,5,10,20,15,5,5
15,20,5,10,12,10,5,5,20,15,1,5
8,30,5,5,12,15,5,10,20,15,1,2
15,30,1,5,12,10,1,10,7,10,5,5
8,30,5,5,5,10,5,2,20,10,5,10
8,10,5,10,5,15,5,10,20,25,3,10
3,30,1,2,5,10,3,5,20,25,1,10
8,30,1,2,12,20,3,10,20,10,5,10
8,20,1,2,5,15,5,10,20,15,5,10
3,30,3,2,5,10,3,10,7,10,5,10
3,20,5,10,12,15,3,5,15,15,3,2
3,10,5,2,5,20,3,10,20,15,1,10
8,30,3,2,5,20,3,2,20,10,5,10
3,10,1,10,12,20,3,2,15,25,3,10
8,20,3,5,5,10,1,10,20,15,1,2
3,30,1,5,12,20,5,10,15,25,1,5
8,30,5,2,5,10,3,5,20,25,1,5
3,30,1,5,12,15,3,10,15,15,1,5
8,20,1,2,5,10,3,5,7,15,3,2
8,30,1,5,8,15,1,10,20,10,5,10
8,20,3,10,5,15,3,5,15,15,1,10
8,10,3,2,12,20,5,10,15,15,3,2
15,30,1,10,5,20,1,5,20,15,5,5
3,10,5,10,12,15,1,5,7,10,1,5
3,10,5,5,8,10,3,5,15,15,5,2
3,20,1,10,12,10,1,2,15,10,5,10
15,20,1,5,5,10,3,2,20,10,5,5
3,30,5,2,12,10,1,2,7,25,3,2
3,20,5,10,8,15,3,2,15,25,5,5
8,30,3,5,12,10,1,10,20,25,5,10
8,20,3,0,5,20,3,5,15,25,1,2
15,10,5,5,8,15,3,10,20,10,1,5
3,10,5,5,8,15,1,5,15,15,3,2
8,30,3,2,5,15,3,2,7,15,1,2
15,30,5,5,5,15,5,2,7,10,3,2
8,30,1,10,5,20,1,5,20,25,3,2
3,10,5,5,5,15,1,2,7,15,3,10
15,20,1,2,5,10,3,10,20,25,3,5
15,30,1,10,8,15,1,10,15,25,5,5
8,10,1,10,12,20,3,5,15,15,3,2
3,30,1,2,12,20,5,2,15,25,1,10
8,20,1,5,5,15,1,2,20,15,3,10
15,20,1,5,8,20,5,2,20,15,5,5
15,30,5,5,8,20,5,2,7,15,3,10
15,20,1,10,8,15,5,2,15,25,5,2
3,20,1,5,12,15,3,2,20,10,5,10
15,10,1,10,8,15,5,5,7,15,5,2
8,20,5,5,12,20,3,5,7,10,1,2
3,30,1,10,8,15,5,5,15,15,1,10
3,10,1,2,8,15,1,5,7,25,5,10
15,30,5,5,5,20,5,10,7,10,5,2
15,20,5,2,12,10,1,10,15,15,1,10
15,30,1,10,8,10,3,5,7,25,5,2
3,30,1,2,8,15,3,10,15,10,1,5
15,20,1,5,8,20,5,2,20,25,3,10
15,10,5,5,12,10,3,10,20,15,5,10
15,20,1,10,5,15,1,10,7,15,5,5
15,10,5,5,12,20,1,10,20,25,5,2
15,20,3,5,5,15,1,2,7,10,1,5
3,20,3,2,5,15,1,5,20,25,5,2
15,20,1,2,8,10,1,5,20,25,1,10
15,10,3,5,12,10,1,2,15,10,5,5
15,30,3,5,12,10,1,5,20,15,3,5
3,30,1,5,5,15,3,10,15,10,1,5
8,20,5,10,8,20,5,2,7,15,5,5
8,30,5,5,8,15,5,2,7,25,1,10
15,20,1,2,12,20,1,5,7,15,3,5
15,10,3,5,8,10,5,2,7,15,1,10
8,20,3,5,8,10,1,5,15,10,5,2
3,20,3,5,8,20,1,10,7,25,5,5
15,20,5,2,5,10,1,5,20,10,3,5
15,10,5,10,8,10,1,10,20,15,3,5
3,10,3,2,12,20,5,10,15,25,1,5
15,20,3,10,12,20,5,10,7,10,1,10
8,30,5,2,8,20,3,2,7,25,5,10
15,30,3,2,12,15,3,2,20,10,1,5
15,30,1,2,5,10,3,2,7,15,5,5
8,10,5,5,12,15,5,10,15,25,1,5
8,10,3,5,8,20,3,2,7,15,1,10
15,10,1,2,5,15,1,5,7,15,1,5
8,20,3,5,8,15,1,5,7,25,1,10
3,10,1,2,12,15,3,5,20,15,5,10
15,20,5,10,5,10,3,2,20,10,5,2
3,20,5,10,5,20,5,10,15,15,5,10
8,20,1,10,5,20,3,10,15,25,3,2
15,10,3,2,8,15,5,10,15,25,1,10
3,10,1,5,5,10,3,5,15,10,1,5
8,10,5,2,8,20,5,5,15,25,3,5
8,20,1,2,5,10,3,2,20,15,1,2
15,20,3,2,12,15,1,5,7,15,3,5
15,10,5,2,8,20,3,2,20,10,5,5
8,30,1,5,8,10,5,2,7,25,3,10
8,20,5,2,5,20,5,10,7,10,1,10
15,30,1,2,8,15,5,5,20,25,3,2
15,20,5,5,12,20,5,5,15,10,1,10
15,10,5,5,12,20,1,5,7,10,1,10
15,30,5,10,5,15,5,2,20,10,3,2
3,30,1,5,12,10,1,10,15,15,3,2
15,20,3,10,5,20,3,10,20,25,3,2
8,30,1,2,8,10,1,2,7,25,1,10
3,30,5,10,5,15,3,10,15,25,5,5
15,20,5,2,8,15,3,2,15,15,3,2
8,20,3,2,8,20,3,5,15,15,1,2
15,10,5,10,8,15,3,5,15,25,1,5
3,30,5,5,5,15,1,2,20,25,3,2
8,10,1,2,8,15,5,5,15,10,5,2
15,30,5,2,8,15,1,5,7,25,5,10
8,10,3,2,12,20,1,5,15,10,5,2
8,30,5,2,8,20,5,5,20,25,5,2
3,10,3,5,12,20,5,10,15,15,5,2
8,30,1,10,12,15,1,5,15,15,3,2
15,10,5,5,5,10,5,2,20,25,1,5
15,30,3,10,12,10,3,10,7,10,1,5
3,30,1,5,12,15,5,10,7,25,5,5
3,10,1,10,12,15,3,10,15,10,1,2
15,30,5,5,5,20,1,2,7,25,1,10
8,20,5,10,12,20,1,5,20,25,3,2
15,30,3,2,12,10,1,2,20,10,3,5
8,10,3,10,12,10,5,5,20,10,5,2
15,10,3,5,8,10,1,2,7,10,5,5
3,10,1,2,5,15,5,10,20,10,1,2
8,20,1,5,8,10,1,5,15,15,1,10
15,30,5,10,5,20,1,2,7,25,1,5
8,10,1,5,8,10,1,2,20,25,1,5
8,10,3,5,8,15,3,5,20,15,5,10
3,30,3,5,8,15,5,10,7,10,1,2
8,30,3,2,8,15,3,10,7,25,5,2
15,10,5,2,5,20,3,2,15,15,5,10
3,20,1,5,5,15,5,10,20,25,5,10
8,30,1,5,5,20,1,10,7,15,5,5
8,10,1,10,8,10,5,10,15,15,5,2
15,30,1,10,12,10,5,10,7,15,1,5
15,20,1,10,8,15,3,2,20,10,1,10
15,10,1,2,5,10,1,5,20,25,1,10
15,20,5,10,8,10,1,10,15,15,1,2
15,30,1,10,12,20,5,2,20,15,3,5
15,20,5,10,8,20,3,2,20,25,5,5
3,20,3,2,5,15,3,10,15,10,5,10
15,20,1,10,8,10,1,10,15,15,5,2
8,30,3,5,12,15,1,10,15,25,5,10
15,30,1,2,5,15,5,5,15,15,1,2
8,30,5,5,12,20,3,5,15,15,5,2
15,10,5,2,5,15,1,2,15,15,3,5
8,10,5,5,8,10,3,10,20,10,1,10
8,10,1,10,8,10,1,2,7,10,3,5
15,30,1,5,5,10,5,5,20,10,3,5
8,20,3,10,5,20,5,2,7,10,3,10
8,10,5,10,8,10,3,10,7,10,3,2
3,20,5,2,12,20,3,2,7,25,5,10
3,30,1,10,5,10,1,5,15,10,3,5
3,30,0,5,12,20,3,10,15,10,1,10
8,10,1,10,12,20,3,10,7,15,5,2
3,30,1,5,8,15,5,5,7,10,3,10
8,30,5,5,8,20,3,5,15,15,1,2
8,10,5,5,8,20,3,2,20,10,1,10
8,30,5,5,5,15,3,2,7,25,5,5
8,30,1,2,12,10,3,10,15,25,3,2
8,30,5,5,8,15,5,2,20,10,5,10
15,20,1,2,8,15,5,10,15,15,1,2
3,10,5,5,12,10,5,2,7,15,5,2
8,30,3,2,8,10,3,10,20,10,5,10
15,10,1,2,12,10,5,5,7,10,1,5
15,10,1,10,5,10,1,5,7,10,1,5
8,10,3,5,5,10,3,2,20,15,1,10
3,30,3,10,8,10,5,5,15,15,5,2
15,10,5,10,5,15,3,5,7,10,3,2
8,30,3,10,5,15,5,10,15,15,3,2
8,10,1,5,8,10,3,2,7,25,1,2
15,30,5,2,8,20,3,10,7,10,5,5
8,10,5,10,8,20,3,10,20,10,3,2
3,20,1,2,5,20,3,2,15,15,3,10
15,20,5,2,8,10,1,2,20,15,1,10
8,10,3,10,12,10,1,5,7,25,1,10
8,10,5,2,5,10,5,2,20,25,3,10
3,10,5,2,12,10,3,10,20,15,1,5
8,10,1,2,12,10,3,10,7,15,1,5
8,10,5,2,8,10,3,2,15,25,3,10
3,10,5,10,5,15,1,2,7,10,5,2
15,30,3,5,12,20,1,2,20,10,5,5
3,30,3,5,8,20,1,5,15,25,3,10
15,30,5,2,8,15,5,2,7,25,1,2
3,20,5,10,5,15,5,2,7,15,3,10
8,30,5,5,5,20,1,2,15,15,3,2
15,30,5,10,12,20,5,5,15,25,3,2
8,30,5,2,12,10,1,10,20,15,5,2
8,20,3,5,12,10,1,2,15,10,5,2
15,10,1,2,12,10,1,5,15,10,1,10
3,10,1,10,5,20,5,10,15,25,1,2
15,20,1,5,12,15,5,5,15,15,5,5
8,20,5,2,8,10,5,2,7,15,5,2
15,10,3,10,8,15,5,10,20,25,1,2
15,10,3,5,8,20,1,2,20,15,3,2
15,30,5,2,12,20,3,5,7,25,1,10
15,10,3,10,5,20,1,10,15,10,1,5
15,10,1,2,5,10,1,2,15,10,1,5
8,10,3,2,8,15,1,2,20,25,1,5
3,20,5,2,5,10,3,5,20,10,3,5
3,10,1,5,8,10,5,10,7,25,3,2
8,20,1,2,12,20,5,5,7,15,3,2
3,30,5,10,5,10,3,10,20,25,1,5
3,30,1,10,8,20,3,5,7,25,5,10
15,20,1,5,12,15,5,2,20,10,1,5
15,30,3,10,8,15,1,5,20,25,5,2
3,20,3,5,8,15,5,10,15,15,5,5
8,10,1,2,8,20,3,2,20,15,5,10
8,20,5,2,5,15,1,5,20,25,1,10
3,10,1,5,8,10,3,5,7,25,1,10
8,20,5,10,5,20,3,2,20,25,3,10
3,20,5,10,8,15,1,5,15,15,1,10
8,20,5,2,5,20,5,5,7,25,1,5
15,10,1,10,5,10,1,2,7,25,1,2
3,30,5,2,5,15,5,5,7,10,3,2
8,30,1,5,8,15,1,5,7,15,5,5
8,10,3,5,12,15,3,2,20,25,3,10
8,10,5,5,5,10,1,10,15,10,3,10
8,30,5,2,8,15,3,5,7,25,3,2
8,30,1,10,12,20,1,2,20,25,1,5
15,30,1,5,8,10,3,2,15,25,1,5
3,10,3,5,8,15,1,2,20,15,1,5
3,10,5,2,5,10,1,10,7,15,3,5
3,20,1,2,5,15,3,2,20,10,1,10
15,20,3,10,5,10,3,10,15,10,1,10
15,30,3,2,8,15,5,5,20,25,1,2
3,10,1,10,5,20,5,10,15,25,3,2
3,10,5,2,8,10,3,10,15,15,3,5
3,20,1,10,12,10,1,10,20,25,1,2
15,10,1,5,5,10,5,10,20,15,1,5
15,30,1,5,5,10,5,2,15,15,1,2
3,20,5,10,12,20,1,5,15,25,5,10
3,10,5,2,8,15,5,5,15,10,1,5
15,10,3,5,5,20,3,10,15,15,1,5
8,20,1,5,5,15,3,10,7,10,1,10
3,30,3,10,5,10,1,5,15,10,5,5
8,10,5,2,8,10,1,5,7,25,3,5
8,10,3,10,12,20,1,5,7,10,3,10
3,10,5,2,12,15,3,5,15,25,5,5
3,10,1,10,8,10,3,5,7,25,5,2
8,20,1,5,12,10,1,10,7,10,5,5
8,10,1,10,12,20,3,5,20,15,5,10
3,30,1,5,12,15,1,5,15,10,1,10
3,30,3,10,8,20,5,5,15,15,3,2
15,20,3,2,5,20,3,5,20,25,1,10
8,20,3,2,8,15,3,10,15,15,5,5
3,20,5,2,5,15,5,10,7,15,1,2
15,10,5,2,12,10,1,2,20,10,5,2
15,30,3,5,5,15,3,2,15,10,5,2
8,30,1,10,12,10,3,2,15,10,1,2
15,30,1,5,8,10,1,10,15,25,1,10
3,10,3,2,8,20,5,10,15,15,5,2
3,30,5,5,12,20,5,10,20,10,1,2
15,20,3,5,8,20,3,10,7,25,3,10
8,20,5,10,12,20,5,10,15,10,1,10
3,30,3,10,12,15,3,2,7,10,3,10
8,30,5,10,12,10,3,5,20,15,1,10
3,10,5,2,12,20,1,10,20,10,3,10
3,30,1,2,8,10,3,5,15,25,1,5
8,10,5,10,8,10,5,10,7,15,5,5
3,10,3,5,5,10,1,2,15,10,5,5
15,10,5,2,5,10,5,5,20,25,5,5
15,20,1,10,12,20,3,2,7,25,3,10
8,10,3,2,12,20,1,10,7,10,5,2
15,20,1,5,8,15,3,10,20,15,1,10
15,10,1,2,8,15,5,5,7,15,1,10
15,20,5,5,5,20,1,5,20,25,5,10
8,20,3,5,12,20,1,5,7,25,5,10
15,20,5,2,12,10,3,5,15,10,1,2
8,20,5,10,12,10,1,5,15,25,1,10
8,30,1,2,12,10,1,5,20,25,3,5
3,30,3,10,5,10,3,2,15,25,3,10
3,10,1,5,12,15,3,2,15,25,5,2
3,30,5,2,8,20,5,5,15,15,3,5
3,30,3,10,12,15,5,2,15,15,3,10
8,10,3,10,12,20,5,2,15,10,3,5
15,20,5,5,5,15,5,5,20,15,3,2
3,10,1,5,5,10,5,5,20,15,5,10
15,30,5,10,8,15,1,5,7,10,3,5
3,30,5,5,12,10,1,10,7,15,3,10
3,30,3,10,12,20,3,5,7,15,5,5
15,20,5,2,12,20,5,10,15,15,5,2
8,10,5,10,8,20,3,5,15,25,3,10
3,20,3,10,5,20,3,2,15,10,1,10
8,10,5,5,5,10,1,10,20,15,5,10
3,20,1,5,8,20,5,2,15,25,5,5
15,30,1,2,12,15,3,10,7,15,1,2
8,30,5,10,12,15,5,2,7,15,3,10
8,20,1,2,8,10,3,10,7,15,1,5
15,10,1,2,5,10,3,10,15,15,5,5
15,10,3,5,8,15,5,5,15,25,3,2
8,20,1,2,12,20,5,10,15,25,3,5
15,30,5,5,12,10,5,10,15,10,3,10
3,20,5,5,5,10,1,10,20,25,5,10
3,10,5,10,8,15,3,5,7,25,1,2
3,10,3,2,12,15,3,2,20,10,3,10
3,10,3,2,12,20,1,10,20,15,1,2
8,30,5,5,8,20,1,2,15,25,5,5
8,30,5,10,8,10,1,10,20,10,3,10
3,20,3,2,8,10,1,5,7,10,5,2
8,10,3,10,5,10,3,10,20,15,5,10
3,20,5,2,12,15,5,2,15,10,3,2
15,20,1,5,8,20,1,5,20,25,5,5
3,30,5,2,5,10,5,10,7,25,1,10
15,20,3,10,8,20,5,10,20,15,1,2
8,20,3,5,8,20,5,10,7,25,3,5
15,10,5,10,8,15,3,5,15,25,3,5
3,20,1,10,12,10,5,2,15,10,3,2
15,20,1,2,8,20,1,5,20,15,3,2
15,30,1,2,5,15,5,5,15,10,3,10
8,10,5,10,12,20,1,10,20,25,3,5
3,30,5,2,5,15,1,2,20,10,1,10
3,30,1,5,8,10,1,2,15,25,3,2
8,20,5,5,8,10,1,2,7,15,5,10
8,30,1,2,8,10,3,5,15,15,3,10
3,20,1,5,5,20,5,10,15,15,3,5
3,10,1,10,5,20,3,2,15,10,3,2
8,10,3,5,12,20,1,5,20,25,5,5
3,20,1,2,12,10,5,10,20,15,1,5
8,10,3,10,5,15,3,2,7,10,5,2
8,10,5,2,8,20,5,10,7,25,3,10
8,20,5,10,5,20,3,2,7,10,5,2
8,10,1,2,5,10,5,2,7,10,5,5
15,30,5,2,5,10,3,10,7,10,3,2
8,20,1,5,12,10,3,10,7,10,5,2
8,20,1,5,5,15,1,5,7,15,3,5
3,20,5,2,12,20,3,10,15,10,3,5
3,20,5,10,8,20,5,10,20,10,1,10
15,30,3,5,12,20,3,5,20,25,1,10
3,30,3,5,5,15,3,5,15,10,5,2
3,20,1,2,8,10,5,5,15,10,5,2
8,30,1,2,12,20,5,5,20,15,1,10
3,30,5,2,5,20,5,10,7,15,1,5
8,10,1,10,8,10,3,10,15,10,3,5
3,10,1,2,5,10,5,2,15,25,5,5
3,20,3,2,5,10,1,2,20,25,5,10
3,10,3,5,12,20,3,10,7,10,3,2
3,30,1,10,12,15,1,2,20,25,3,2
3,30,1,5,12,10,5,10,20,15,3,5
8,20,3,2,8,20,1,10,15,25,3,10
15,20,5,5,5,10,1,5,15,25,3,2
3,10,3,5,12,15,3,2,20,15,5,5
8,10,5,5,5,15,3,2,20,10,5,10
3,30,3,5,8,15,1,10,7,15,5,2
8,20,5,10,8,15,5,5,15,15,5,5
15,30,1,2,12,15,3,5,7,10,5,10
8,10,1,2,5,20,3,5,15,25,3,5
3,10,5,5,12,10,1,5,20,15,3,5
3,20,3,10,12,20,3,2,15,10,5,2
3,30,3,5,8,20,1,10,20,25,5,2
15,20,3,5,12,10,5,2,7,15,5,2
15,10,1,2,8,10,5,5,15,25,5,10
8,30,3,2,12,10,3,10,7,25,1,5
8,30,1,2,8,15,3,5,15,25,3,2
