,Bus_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,metro_cost,metro_travel_time,metro_Comfort,metro_CO2,RH_cost,RH_travel_time,RH_Comfort,RH_CO2
4894,8,30,3,10,12,15,1,10,20,25,1,2
2821,15,30,5,10,8,10,1,5,15,15,3,10
1583,3,30,3,10,12,15,5,10,15,25,5,2
1655,3,20,5,10,8,20,5,5,15,10,1,2
4709,15,30,1,2,12,20,1,5,15,10,1,2
1842,8,20,1,2,5,15,3,10,15,10,3,5
2715,8,10,5,10,5,10,1,5,7,15,1,2
923,15,10,1,2,8,20,1,5,7,25,1,5
3118,3,10,1,5,12,10,1,5,7,10,5,2
1785,15,20,5,2,5,10,1,2,20,15,5,5
1607,8,20,3,10,12,10,3,10,7,15,1,2
1996,15,10,5,5,12,10,5,2,7,15,3,10
4457,3,30,3,5,12,15,1,5,20,25,1,5
4327,8,10,3,10,5,15,1,5,7,10,1,2
3078,15,10,5,10,5,20,5,5,20,10,3,5
1101,3,10,5,5,8,20,1,5,15,25,5,2
2042,8,10,1,2,8,15,5,10,20,15,5,2
3702,8,30,3,10,5,15,5,2,7,25,1,5
3551,3,20,5,2,8,15,5,10,7,25,5,10
2440,3,30,1,10,8,10,5,10,15,25,5,2
352,8,10,1,5,5,10,1,5,7,25,1,10
2453,15,10,1,2,12,15,3,5,15,10,3,2
2542,8,10,5,10,12,10,1,5,20,10,1,10
2743,3,10,5,10,8,20,1,10,7,10,1,2
2266,3,10,5,2,8,20,5,2,20,15,5,2
14,8,30,1,2,5,20,5,2,15,25,5,2
4189,15,30,3,2,8,20,1,10,20,15,5,5
1555,8,10,5,10,5,15,5,2,20,25,5,5
4193,15,30,1,5,8,10,1,10,7,25,1,5
4093,8,30,3,5,12,10,1,10,7,25,5,2
1783,3,30,1,5,8,20,5,2,15,25,5,2
3917,3,20,5,5,8,15,3,2,15,10,1,10
136,3,10,1,2,8,10,5,2,7,15,3,2
1697,15,30,3,10,8,15,5,10,15,10,3,2
2670,15,30,5,10,12,15,1,2,15,15,3,10
3577,15,10,5,5,8,15,3,10,15,10,3,5
779,8,20,5,5,5,20,3,5,15,10,1,10
4033,3,10,3,5,5,10,3,10,20,25,5,10
3232,8,30,1,2,8,20,5,10,15,10,5,10
1737,8,20,5,2,8,20,5,10,15,25,3,10
1589,8,10,3,5,12,10,5,2,20,15,3,2
3074,8,20,3,2,12,15,1,5,7,15,5,2
3647,3,10,5,5,5,10,1,5,15,15,1,2
3947,15,30,5,5,12,15,1,2,7,10,3,10
4535,3,20,1,2,8,10,1,10,7,10,1,2
2813,8,10,3,5,5,10,3,5,15,25,3,10
208,8,10,1,5,12,10,1,5,7,25,1,2
728,15,20,5,5,5,20,3,2,7,15,1,5
4401,15,20,1,10,12,20,1,10,20,25,5,10
956,8,10,1,10,5,10,3,2,15,15,1,5
4485,3,30,1,5,8,20,5,10,15,15,1,5
1412,3,20,3,2,8,15,3,5,15,10,1,5
2915,8,10,5,10,12,20,3,5,7,25,5,2
784,15,20,3,10,8,10,1,2,15,15,3,2
2939,8,10,1,5,12,10,5,5,20,25,1,2
4682,3,30,1,2,5,20,3,10,7,10,1,5
1603,3,30,5,10,12,15,3,2,7,10,5,5
4137,15,20,1,2,8,10,1,10,20,10,5,5
1030,3,20,3,2,5,20,1,2,15,25,5,2
1288,15,30,1,2,8,15,1,10,7,10,1,10
3262,8,30,1,2,5,20,3,2,20,25,5,5
3529,15,20,3,5,8,10,1,10,15,25,1,5
3472,15,20,5,2,12,20,1,5,15,25,3,10
449,8,20,5,2,12,20,3,5,20,10,1,5
70,8,20,1,2,12,15,1,10,7,25,5,5
2895,3,20,5,10,8,10,3,5,20,25,3,5
1802,8,20,5,5,8,10,3,2,7,25,3,5
1766,8,20,3,5,5,15,3,5,20,25,1,5
3190,15,10,5,2,8,10,3,10,20,25,1,2
823,3,10,5,5,5,10,3,10,15,25,5,10
350,3,20,3,10,5,10,3,2,7,10,3,5
751,3,10,3,2,12,10,1,5,20,15,3,2
3491,8,10,3,2,12,15,5,2,7,10,3,2
1975,3,10,5,5,8,10,3,2,20,15,1,5
107,8,20,1,10,8,20,3,2,20,15,3,5
2407,3,20,3,10,12,15,3,5,15,25,5,10
2758,3,30,1,5,12,10,5,10,20,15,1,2
3209,15,20,3,5,8,10,3,10,7,25,5,5
3724,3,30,5,5,8,10,1,5,20,15,3,5
2171,3,10,5,10,5,10,1,10,7,15,3,10
2898,15,30,1,2,5,20,3,2,20,25,5,5
4719,15,30,3,5,5,15,5,2,7,25,5,2
1447,15,30,3,10,12,15,5,10,20,25,3,10
4130,15,10,3,10,5,20,3,10,7,10,3,5
2510,8,10,3,2,12,10,3,5,20,25,3,10
1493,3,30,1,5,5,15,3,2,7,15,1,2
556,8,20,5,2,5,20,1,2,20,25,3,5
4408,3,30,5,10,8,20,5,2,15,15,3,10
4934,8,20,5,2,12,15,3,2,15,25,1,5
4229,15,30,3,2,12,15,1,2,15,25,3,5
3680,8,30,5,2,8,20,5,2,15,25,1,2
1055,3,20,5,10,5,15,3,5,20,10,5,2
4023,15,10,1,2,5,15,5,5,15,10,1,5
2226,3,20,3,2,12,10,5,2,20,25,1,10
2502,8,30,3,2,12,10,3,2,15,15,1,10
3505,15,10,3,2,8,20,3,5,20,10,5,5
2914,8,10,5,2,8,20,5,5,15,15,5,5
278,8,20,5,10,5,10,1,2,20,25,5,10
3180,15,30,3,2,5,20,3,2,15,15,3,10
4060,3,20,1,5,5,15,1,5,7,10,1,5
3705,3,10,3,5,12,20,5,5,15,25,1,5
1535,8,30,3,2,12,20,3,5,20,10,5,5
4801,15,10,1,2,8,10,5,5,7,25,5,2
1191,15,20,5,5,12,15,5,5,20,15,1,2
1931,8,30,5,10,12,10,5,2,7,10,3,5
2068,8,10,5,5,5,15,1,2,20,25,1,5
3999,8,20,3,5,8,15,1,5,15,15,1,5
2790,15,30,1,2,5,20,5,10,20,25,5,10
1384,15,30,5,2,5,15,5,2,15,25,5,2
1494,3,10,1,5,5,15,5,5,7,10,5,5
1522,15,20,3,10,5,15,1,5,20,15,5,10
4516,3,20,5,2,5,20,1,5,7,10,3,5
4302,15,20,1,5,5,15,1,5,7,10,1,5
1582,3,10,3,5,8,15,5,2,7,15,3,2
3500,15,30,3,10,5,10,1,2,15,15,1,2
4254,15,20,3,10,8,20,5,10,15,10,5,2
189,3,20,1,5,8,15,5,10,20,25,3,5
644,15,30,1,5,12,10,3,10,20,25,1,2
1133,8,20,3,5,5,15,3,5,15,25,5,10
1152,15,30,3,10,8,15,1,5,20,15,1,10
2662,15,20,1,10,8,10,3,5,20,15,3,5
3322,8,20,3,5,5,10,3,2,20,10,5,10
157,3,20,5,10,12,20,5,10,7,15,5,2
3541,15,20,1,10,8,20,3,5,7,25,5,2
2105,3,20,3,2,8,20,5,5,20,25,3,10
4708,15,30,1,2,8,20,3,10,20,25,1,2
2121,8,10,3,2,8,20,3,2,15,10,3,5
551,8,10,5,2,8,15,3,5,20,10,3,5
3952,3,30,3,2,8,15,5,5,7,25,5,2
1353,3,30,5,10,8,20,5,5,15,15,5,10
3298,8,20,1,2,12,10,1,2,20,15,5,10
3169,3,30,5,5,8,10,1,2,15,25,3,5
792,15,30,5,5,5,15,3,5,20,10,5,2
2759,15,10,3,2,12,10,3,5,20,10,1,5
1492,15,30,5,2,5,15,1,10,20,15,5,5
2545,8,10,5,2,5,15,3,5,20,10,1,5
4807,8,20,1,10,5,15,1,2,20,15,5,10
3473,15,20,1,10,12,10,3,10,15,25,3,10
2942,8,30,5,5,12,10,3,10,7,25,5,10
988,15,20,1,5,12,10,1,10,20,10,5,5
308,15,20,3,10,8,20,1,5,15,10,5,10
4186,15,20,1,10,8,20,3,5,20,25,5,5
2424,3,10,5,10,12,15,3,2,20,10,3,2
2747,8,20,5,2,5,10,3,5,15,10,1,10
4124,3,30,3,2,8,10,1,10,15,15,1,5
2097,15,20,5,2,12,10,1,10,20,15,1,5
1458,3,10,3,10,12,20,5,10,7,15,1,2
4136,15,20,3,10,8,10,3,10,7,15,3,10
702,8,20,1,5,8,20,1,2,20,10,3,5
4971,3,10,1,2,5,15,5,5,15,10,5,2
2936,3,10,5,5,8,10,3,5,15,10,3,5
2967,8,30,1,2,5,20,1,5,7,25,5,10
4700,3,30,1,5,5,10,3,10,20,25,1,2
215,3,10,5,5,12,15,5,5,20,25,3,5
4837,15,20,5,2,8,15,5,5,15,10,5,5
2251,8,10,1,10,8,15,5,5,7,10,1,10
1627,15,20,3,5,8,15,3,2,20,25,3,10
4212,3,20,1,5,8,20,1,5,7,15,5,5
1942,3,20,5,10,5,15,1,5,15,10,1,5
3461,15,30,1,5,12,15,1,2,7,15,1,2
4912,3,30,1,10,12,15,5,2,7,10,1,10
134,15,30,3,2,12,10,5,2,20,10,3,2
4592,15,10,5,2,5,20,1,10,20,15,3,10
2675,15,10,5,5,8,10,1,2,7,15,1,2
2783,15,10,3,10,12,20,3,10,15,15,3,2
3912,8,20,5,10,8,20,1,10,7,10,3,10
1086,3,20,5,5,8,20,3,2,15,10,3,10
2658,3,30,1,5,12,20,5,10,15,10,1,2
3601,15,30,1,2,5,15,5,2,7,15,1,10
3803,8,30,3,5,12,20,3,5,7,25,5,10
4545,8,20,1,5,8,15,3,2,20,25,3,2
4910,3,10,3,10,8,15,1,10,15,10,5,5
2735,8,30,1,10,12,20,1,2,7,10,5,10
805,15,20,5,2,12,20,3,10,15,10,5,2
2933,3,30,3,5,5,15,5,5,7,15,1,2
571,3,30,5,2,5,20,3,5,15,15,1,5
63,8,10,1,10,12,10,3,5,20,15,5,2
4043,8,20,3,10,5,10,1,2,15,15,1,5
661,8,20,1,10,12,20,1,2,7,15,5,10
1528,3,10,1,10,5,20,5,5,7,15,1,5
717,3,30,1,5,8,10,5,10,20,25,3,5
69,8,30,1,2,5,15,3,5,15,10,1,2
2825,15,30,1,5,12,10,5,2,20,15,3,10
4118,8,10,5,5,12,15,3,10,15,15,3,5
1523,15,20,1,5,5,20,1,10,20,25,3,10
4348,8,10,1,2,12,15,1,2,15,15,5,2
801,3,20,5,10,12,15,5,10,20,10,5,10
1940,15,30,5,2,5,20,1,10,20,10,3,10
1958,8,10,5,5,12,10,1,10,20,10,3,10
4582,15,30,1,2,12,10,5,10,20,10,3,5
1524,8,30,3,2,8,10,3,10,15,15,1,10
1950,8,30,3,10,5,10,5,2,20,10,5,2
2892,15,30,1,5,12,20,1,10,20,25,3,10
1201,15,10,5,2,8,10,3,10,15,25,3,5
1450,8,30,1,10,12,15,3,5,7,15,5,10
766,15,10,1,5,8,10,1,5,15,10,3,2
957,8,10,3,5,5,15,5,5,7,25,5,5
3062,8,10,3,10,8,15,5,10,20,15,5,2
2875,8,10,5,5,5,20,5,5,15,10,1,2
1307,15,20,3,2,12,10,1,5,20,25,3,10
4062,8,10,1,5,5,10,5,5,15,15,3,10
3744,3,20,5,10,8,20,5,10,20,25,5,10
4459,3,20,3,5,5,15,5,10,15,10,5,5
645,8,10,1,5,12,10,3,2,15,25,3,5
4940,8,30,3,10,12,20,1,10,15,10,3,10
3676,15,30,3,10,8,15,1,5,7,10,5,5
1485,3,30,3,2,5,10,3,2,7,10,1,2
219,3,20,1,5,5,20,1,5,7,15,5,10
4022,3,10,3,5,5,15,1,2,15,10,3,10
3211,8,10,5,5,8,15,1,10,15,10,5,2
2782,15,30,5,5,8,20,1,10,7,10,5,5
948,8,10,1,5,8,15,3,10,15,25,3,5
672,8,10,1,10,5,10,5,5,15,25,1,2
2075,3,30,5,2,5,10,5,2,7,10,3,2
192,15,20,3,10,12,15,5,2,15,25,1,5
1111,15,30,5,10,8,10,3,5,20,25,5,2
686,3,10,5,10,8,10,1,10,15,15,5,2
3660,3,20,3,2,5,15,5,2,20,10,3,10
1530,8,30,3,2,5,10,3,10,15,10,1,2
4447,15,20,5,2,5,10,5,2,20,25,3,10
575,3,20,3,5,5,10,5,2,15,25,5,2
922,8,20,3,10,8,20,3,10,15,15,5,5
2016,8,10,1,10,12,15,3,2,20,15,1,2
2268,3,30,3,10,5,10,3,5,7,15,1,5
2370,15,30,5,10,8,20,1,5,7,15,5,10
4242,3,20,1,2,8,20,3,10,20,15,1,2
3336,8,10,3,5,5,20,5,2,20,25,5,5
2969,15,20,1,2,5,20,5,10,15,25,3,2
3117,8,30,1,5,12,15,5,2,15,10,1,2
4015,15,20,5,10,12,10,3,5,7,25,3,2
3858,3,10,5,2,5,10,5,10,20,10,1,10
3335,8,20,3,5,8,20,1,10,20,15,5,5
2501,8,20,3,10,5,15,1,5,15,15,5,5
322,8,20,5,5,12,20,5,5,7,10,5,10
4068,15,20,5,2,5,15,1,2,7,10,1,2
1405,15,10,1,5,5,15,1,10,15,15,5,10
567,8,30,5,10,12,15,1,5,7,25,3,5
1892,15,20,3,5,12,10,3,2,20,15,5,5
4984,15,20,3,2,8,15,1,2,7,10,5,5
3896,8,10,1,10,5,20,3,5,15,10,3,10
2516,15,10,5,10,8,15,5,5,15,25,3,5
1116,3,30,5,10,12,15,3,10,20,15,5,10
3532,15,10,5,2,8,20,5,10,7,25,1,2
1241,3,20,3,2,5,15,3,10,20,25,3,5
373,8,30,1,5,12,20,1,5,15,25,1,2
4362,15,20,3,5,5,20,5,10,15,10,3,10
183,15,30,3,10,5,15,1,5,15,15,1,2
1714,8,30,3,2,12,20,5,10,20,25,5,10
462,8,30,1,2,8,15,5,5,7,10,1,5
3565,15,20,5,2,8,15,1,5,15,25,5,2
2011,8,30,3,2,5,10,5,10,15,10,1,5
1149,15,30,1,5,8,15,3,10,7,25,1,10
397,15,10,5,10,8,20,5,10,7,15,1,10
2486,3,10,3,10,8,20,3,5,7,10,1,10
3667,3,10,3,2,5,10,1,2,20,25,5,10
1426,3,10,1,5,12,15,1,10,20,15,1,10
2665,15,10,1,10,8,15,1,10,15,15,5,2
2135,8,30,1,5,12,10,5,2,20,25,1,5
1473,15,20,1,10,12,20,3,10,15,10,5,2
4740,8,30,1,10,8,15,5,2,7,15,5,2
2492,15,30,3,2,5,15,3,2,20,25,3,2
1910,8,20,3,2,5,10,5,5,20,15,3,10
577,3,10,5,2,8,15,1,5,15,10,3,5
4297,8,30,1,5,8,15,5,5,15,25,5,5
3382,8,20,1,2,8,10,5,5,7,15,5,10
4864,15,10,5,2,8,10,1,2,20,15,5,2
1022,3,10,5,2,5,10,3,2,20,25,5,2
4014,15,10,3,10,5,10,3,2,7,25,1,10
583,3,30,1,2,12,20,3,2,15,15,1,10
2359,15,10,5,10,12,10,5,5,7,10,3,2
3162,15,10,1,10,12,10,3,5,15,25,1,5
2520,15,30,1,2,8,20,5,2,20,25,3,2
4694,15,20,5,10,12,20,3,2,15,25,5,2
1699,15,30,3,5,5,10,3,10,15,10,3,5
1261,3,30,5,5,5,15,1,2,20,10,1,5
503,15,20,5,10,8,20,5,10,15,10,1,10
3678,15,30,5,2,5,15,3,2,20,10,3,2
4078,3,20,1,2,12,10,3,5,20,15,1,10
2589,8,30,1,5,8,15,1,10,15,25,3,2
4085,8,10,1,5,8,20,1,10,15,25,3,2
2419,3,10,1,5,8,20,5,2,7,15,5,5
4429,3,20,5,10,5,15,1,5,7,10,5,10
3914,15,30,3,2,5,10,1,2,15,15,3,10
2358,15,30,1,2,12,15,3,5,20,15,1,5
2841,3,20,1,2,8,10,3,5,7,10,5,2
3038,3,20,1,2,8,20,1,5,15,25,3,2
334,8,30,5,5,5,20,1,2,7,15,1,10
1381,15,30,3,5,12,15,1,10,15,25,1,2
4614,3,30,3,10,5,10,1,2,15,10,1,10
4199,8,30,3,2,8,20,1,5,15,25,1,2
1968,3,30,3,5,5,10,5,5,7,25,5,2
4620,3,20,5,10,5,20,3,10,7,15,1,2
3377,3,20,3,2,5,20,3,2,15,15,3,10
933,3,30,1,2,5,15,5,5,7,15,3,5
3283,3,30,5,2,8,15,5,2,20,25,3,5
3095,8,10,5,10,5,20,1,10,7,10,3,2
241,3,20,3,5,8,10,1,10,20,25,3,5
4534,15,20,3,10,12,10,5,5,20,25,1,2
555,15,10,1,10,5,10,1,5,7,25,5,10
1269,3,10,1,5,8,20,5,2,15,10,5,2
51,3,20,3,2,12,20,5,10,15,25,3,5
148,8,20,1,2,12,10,5,5,20,10,3,2
1240,3,10,3,10,8,10,5,10,20,25,3,5
1669,3,10,1,5,5,10,5,2,15,15,5,10
2680,3,10,1,2,12,10,3,2,7,25,5,5
1616,15,10,1,5,5,10,3,5,7,25,1,2
201,8,20,1,5,5,20,3,10,20,10,1,5
3483,15,10,3,5,8,10,5,5,15,25,1,10
4493,3,10,1,5,5,15,3,10,7,10,3,5
3282,15,20,1,10,12,15,1,5,20,15,5,2
3942,3,30,3,5,12,15,3,2,7,25,5,5
426,3,20,1,5,5,15,5,5,20,25,5,2
1262,8,30,5,10,5,10,3,5,7,10,5,5
4916,3,10,1,10,5,10,5,5,15,10,1,2
3725,3,20,1,10,8,20,3,10,7,10,1,2
3716,8,10,3,2,12,15,1,2,7,15,3,5
1870,3,30,5,2,12,10,3,2,20,10,3,10
4530,8,10,1,10,12,10,5,2,20,25,1,5
4039,15,10,5,2,8,20,1,10,15,10,1,5
2517,15,10,3,10,5,10,1,5,20,15,3,2
3277,3,10,1,5,5,20,3,2,7,15,5,2
1148,3,10,1,5,8,15,5,5,7,15,1,10
3535,8,20,5,2,8,10,1,2,7,15,5,2
2142,15,30,3,2,12,15,5,2,15,10,5,5
106,3,10,3,5,12,15,1,2,7,10,3,2
4025,15,10,3,5,12,20,1,2,20,25,1,2
4424,3,30,3,5,5,20,5,2,15,25,3,5
485,3,10,5,5,8,10,1,5,15,15,1,10
2557,8,30,5,2,5,15,3,2,7,25,3,10
3890,3,20,1,5,8,15,5,5,20,10,1,5
1851,15,10,3,10,12,20,1,10,7,25,1,5
4296,8,20,5,5,12,15,3,2,7,10,1,10
4818,15,30,3,2,12,15,5,2,15,25,3,2
896,3,30,3,10,5,15,1,10,20,10,1,2
2902,8,30,1,5,8,15,5,10,15,10,3,2
4631,3,20,3,2,8,10,5,10,7,10,1,10
1946,3,10,3,10,12,10,1,10,20,15,5,5
3868,8,20,1,5,12,15,5,10,15,15,1,5
2707,3,20,1,5,12,15,3,10,20,25,5,2
4364,15,20,5,5,8,10,5,2,20,25,1,5
959,15,30,3,2,8,20,1,5,7,15,1,2
1060,3,10,1,10,8,15,5,10,7,25,5,5
2076,3,10,3,10,5,15,1,2,7,15,1,2
4854,15,30,1,5,12,15,3,10,15,10,3,10
711,15,30,3,10,5,10,3,5,7,10,3,5
2796,8,20,5,2,5,15,5,10,7,10,3,2
1859,3,30,5,2,5,10,1,5,20,10,5,10
2311,3,30,3,5,5,15,5,10,20,15,3,2
3234,8,30,1,10,12,10,1,10,7,25,3,2
3694,3,20,3,2,12,15,1,5,7,25,1,10
2926,8,10,1,5,12,10,5,10,7,25,1,2
1815,15,10,3,10,8,20,1,2,7,10,5,2
3637,3,10,5,5,8,20,5,10,20,15,1,5
4376,3,20,1,2,5,20,3,2,7,15,3,10
3935,3,30,3,2,12,20,5,2,7,15,5,5
1652,3,10,1,2,8,15,1,10,15,10,1,5
207,15,30,5,10,12,15,5,2,7,10,3,10
3206,8,20,1,10,8,10,3,5,7,25,5,10
824,3,20,5,10,12,10,5,10,7,25,5,5
2922,3,30,3,10,5,20,1,5,20,25,3,5
2848,8,10,5,2,5,20,3,10,15,15,5,5
3522,3,10,1,2,8,20,3,2,20,15,5,10
3292,8,30,5,2,8,20,1,2,15,15,1,2
3414,15,30,3,5,5,10,1,2,7,10,1,5
2965,8,30,1,2,5,20,3,2,15,25,3,5
859,8,20,5,10,8,20,3,2,7,15,1,5
1743,3,30,1,5,12,20,3,2,20,10,3,10
683,8,10,5,10,5,15,1,5,7,10,1,10
3964,8,30,1,2,5,20,3,10,7,10,5,2
3596,8,10,3,5,5,10,5,5,7,25,5,2
4898,8,10,3,2,8,15,5,5,20,15,5,10
952,8,20,1,10,8,15,5,5,20,10,5,5
3103,3,10,3,2,8,10,3,5,7,10,5,5
3412,8,10,5,5,5,10,5,5,15,15,3,2
2779,8,30,5,10,8,15,5,10,20,10,3,5
3153,3,20,5,5,5,20,5,5,7,10,3,5
3955,15,10,5,10,5,20,5,5,7,25,3,5
519,3,30,1,5,8,20,3,2,7,25,1,5
2461,15,20,3,5,12,20,3,10,15,10,5,5
2700,3,20,1,5,12,10,5,10,7,25,5,10
2227,3,10,1,2,5,15,1,5,15,15,3,2
4048,8,10,3,2,5,15,5,10,20,10,1,10
3717,8,20,1,10,12,20,5,10,20,15,3,5
4211,8,10,1,2,5,20,5,5,15,15,5,10
4538,8,10,3,10,8,15,5,2,20,25,5,10
4544,15,30,1,2,5,15,3,2,15,25,3,5
4370,15,30,5,10,5,15,1,10,15,25,1,2
2636,3,30,5,5,12,10,5,10,15,10,5,5
2014,8,30,5,5,12,15,1,10,15,15,5,5
1006,3,30,5,2,8,15,5,2,20,10,3,10
3662,3,30,5,10,5,15,3,2,7,10,5,5
2526,15,20,1,2,12,10,3,10,20,25,1,2
579,3,20,1,10,8,15,3,10,7,10,1,10
4155,8,10,5,10,8,20,3,2,15,10,5,2
2139,8,30,1,2,8,10,1,2,20,10,3,2
3276,3,10,5,10,12,10,1,10,15,15,5,2
3548,3,20,3,10,12,10,3,5,20,15,5,10
4349,3,20,3,2,12,20,5,5,20,25,1,2
62,15,30,3,10,5,15,1,2,15,25,5,10
4174,3,10,1,10,8,10,1,2,20,15,5,5
3855,3,20,5,10,12,20,1,2,15,25,3,2
1195,8,10,5,5,8,20,3,10,15,25,1,10
3640,15,20,3,5,12,20,1,2,7,15,1,5
1397,8,30,5,2,5,10,3,10,15,10,5,10
4407,15,10,5,5,12,20,5,10,15,25,1,5
1741,3,30,1,5,8,20,1,5,7,15,5,10
1013,3,10,3,5,12,15,3,2,20,25,5,5
2716,8,20,1,2,5,10,1,5,15,15,1,2
3787,3,10,1,2,5,20,1,2,7,15,5,2
4200,8,30,3,5,12,20,5,2,15,15,5,2
3471,8,20,3,10,5,15,1,2,20,10,3,5
3782,8,10,5,5,8,10,1,5,20,25,1,5
1340,3,10,5,2,8,15,5,10,15,15,3,5
920,15,20,5,5,8,10,5,10,7,10,5,2
3352,15,20,1,10,5,20,5,2,20,25,1,10
2795,3,20,1,2,12,20,1,5,15,10,5,5
736,15,20,3,5,12,15,1,10,20,25,5,5
3919,15,20,1,5,8,10,1,2,15,10,1,2
3452,8,20,3,5,8,15,5,5,7,25,1,10
428,3,20,1,10,8,20,1,2,15,10,5,5
4253,3,20,1,5,8,10,3,5,7,15,1,10
4183,3,20,5,10,12,20,5,2,15,25,3,2
4580,3,20,1,10,5,20,3,5,15,10,1,10
4435,15,20,1,2,8,15,3,10,7,10,5,5
380,8,10,3,2,12,20,1,5,15,25,1,10
294,8,10,3,2,5,15,1,5,15,15,1,2
1049,15,30,5,2,12,20,1,10,20,25,3,2
3592,3,20,5,10,5,10,1,5,7,10,3,10
4413,3,20,3,2,5,20,1,5,7,15,1,2
4404,15,30,5,2,8,15,3,10,7,10,3,2
492,3,30,5,5,5,15,5,10,15,15,3,2
372,8,20,3,5,5,10,3,5,7,10,5,2
1626,3,10,3,10,8,10,1,10,15,10,3,2
3550,3,30,3,2,12,10,1,5,20,15,5,10
864,8,30,5,5,12,10,1,5,15,25,3,5
3015,15,20,3,10,12,10,1,2,20,25,3,2
399,8,10,5,2,8,10,3,10,7,10,3,10
2469,8,30,5,5,8,20,1,2,15,10,5,5
2734,3,30,5,5,8,15,5,5,20,15,1,10
142,3,30,1,5,12,10,3,5,7,10,1,2
2822,3,10,3,5,12,20,3,5,7,15,1,2
1825,15,10,1,5,8,10,5,10,7,25,3,5
3,3,10,1,5,12,20,1,2,15,15,3,5
316,3,30,3,5,12,15,1,5,20,25,3,2
2773,8,20,3,2,8,10,1,5,15,25,1,2
1911,8,20,5,10,5,20,1,5,20,15,1,2
4392,3,20,5,10,8,15,1,2,7,25,3,2
1575,8,30,5,5,8,15,1,5,7,15,3,2
1237,8,30,1,5,5,10,5,2,7,15,5,2
1947,8,30,5,2,12,20,5,2,20,25,1,5
3149,15,20,3,10,8,10,5,10,7,15,1,2
2364,15,30,3,10,8,20,1,2,20,15,3,10
1220,3,10,5,10,8,20,3,2,20,10,1,10
3136,8,30,3,10,12,20,5,2,7,25,3,10
899,3,10,1,2,5,15,5,5,15,25,3,2
746,15,20,3,2,5,10,1,2,7,10,1,10
4500,15,20,3,10,12,20,5,10,20,10,1,5
497,15,10,3,5,5,15,1,2,15,10,1,5
342,8,30,3,10,5,15,3,5,20,10,1,5
1657,8,30,5,2,12,20,3,10,15,15,1,10
547,8,10,3,10,5,20,3,2,20,25,3,2
732,8,20,3,10,5,10,5,10,20,15,3,10
3960,3,10,5,10,12,15,3,5,7,15,1,10
155,15,10,5,10,12,20,5,10,15,25,3,5
3093,8,10,5,10,5,15,1,2,15,10,5,5
1548,15,20,5,2,12,10,3,5,20,25,1,2
4021,8,30,3,5,5,20,1,5,7,25,5,10
217,3,30,3,10,8,10,1,5,15,25,1,5
646,3,10,5,10,8,20,1,10,7,15,1,5
4537,15,20,1,5,12,15,1,2,7,15,3,10
1198,15,10,5,10,5,15,5,5,7,10,1,5
4343,15,20,1,2,5,20,5,2,15,25,3,10
1886,8,20,3,2,8,15,5,10,20,15,5,2
2118,8,30,3,10,12,15,5,2,7,10,1,2
1416,3,20,5,10,5,15,5,2,20,10,1,2
1217,15,20,5,10,12,10,1,10,7,25,5,5
4529,8,30,3,10,5,20,5,5,20,10,5,10
172,8,30,3,2,12,15,3,5,15,15,3,2
1339,3,30,5,2,5,20,3,10,15,25,1,10
2282,15,10,5,10,12,20,5,2,20,25,3,10
4194,3,10,1,5,5,10,1,10,20,10,1,5
3628,8,30,3,5,12,15,3,2,7,10,5,2
4506,3,10,1,10,12,10,3,10,7,10,1,5
1355,8,20,1,2,5,10,5,5,15,15,1,5
1168,8,10,3,2,12,15,1,2,7,25,5,5
1041,8,30,1,10,8,15,5,2,7,15,1,10
3197,3,10,5,5,8,20,1,5,7,15,5,5
2402,15,30,3,10,5,10,1,5,20,10,5,10
1784,15,30,5,10,12,15,5,10,20,15,1,5
670,15,10,3,5,12,15,1,2,15,10,5,2
3496,15,10,3,10,5,15,3,10,7,10,3,5
1347,8,20,5,2,12,15,3,2,15,10,5,2
2624,15,30,1,2,8,10,3,10,15,15,1,2
3610,15,10,5,10,5,20,5,2,7,25,3,10
822,8,30,5,2,5,20,5,2,15,10,3,10
526,3,10,3,2,8,10,1,10,20,10,1,10
109,3,10,1,2,12,15,3,10,20,15,1,5
4982,8,10,3,5,12,10,1,5,7,10,5,5
2368,15,20,3,2,5,20,1,10,7,15,3,2
2644,15,20,5,2,8,20,5,2,20,10,3,5
2219,8,20,3,10,12,15,3,5,20,15,3,10
1539,8,30,3,5,12,15,3,2,7,25,3,5
2504,15,20,5,10,12,20,3,10,20,10,5,5
4394,3,20,5,5,5,20,5,10,20,25,5,5
3700,3,10,1,2,5,15,1,10,7,15,3,2
2035,15,10,3,5,12,10,3,5,7,25,3,2
2151,3,10,5,5,12,15,3,5,20,15,1,5
2488,15,30,5,5,12,15,1,2,15,25,5,10
4482,15,20,3,10,12,15,5,5,15,10,1,10
2500,8,10,1,5,8,15,3,5,15,25,1,5
2570,3,30,5,10,12,15,5,2,20,25,3,2
515,15,10,1,10,5,10,3,10,15,15,5,2
707,8,30,5,10,5,20,1,5,7,25,5,10
1268,15,10,3,5,8,15,3,10,15,15,3,10
310,15,20,5,10,8,20,1,5,20,15,1,2
4384,15,20,5,2,8,20,1,2,20,15,1,2
1299,3,30,5,5,12,20,5,5,20,15,3,10
1664,15,30,1,2,8,20,5,2,15,10,3,10
