,CS,Bus_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,Metro_cost,Metro_travel_time,Metro_Comfort,Metro_CO2,RH_cost,RH_travel_time,RH_Comfort,RH_CO2,Plane_cost,Plane_travel_time,Plane_Comfort,Plane_CO2
1673,1674,8,20,5,10,8,10,1,10,15,15,3,5,20,10,1,5
3747,3748,8,20,5,2,12,15,3,10,7,15,5,5,7,30,1,2
3032,3033,3,10,1,2,5,20,5,10,20,25,1,10,20,20,3,10
5198,5199,8,30,5,10,5,15,1,10,15,25,1,5,15,30,1,10
2359,2360,8,30,3,10,5,20,5,5,7,10,3,5,7,20,3,2
5611,5612,3,30,5,5,12,10,5,10,20,10,5,10,20,30,1,10
212,213,3,10,5,5,12,15,5,5,7,25,3,5,7,30,1,10
1933,1934,15,10,5,5,8,10,1,2,20,10,3,5,15,20,1,5
1002,1003,3,20,3,2,5,20,1,5,15,25,5,5,20,30,5,2
2410,2411,3,10,5,10,12,10,3,2,7,15,1,5,20,10,1,2
6807,6808,15,10,3,2,8,20,5,2,7,15,1,10,20,10,1,2
4124,4125,15,20,5,10,12,15,3,5,20,10,1,2,15,30,1,2
1685,1686,3,30,1,5,8,15,1,2,20,15,3,10,7,30,1,5
6672,6673,15,10,3,5,5,20,3,5,7,25,5,2,7,30,5,2
3524,3525,3,10,3,2,8,15,5,5,20,10,1,5,7,20,3,10
2715,2716,3,30,5,5,12,20,1,5,15,15,5,10,7,20,5,10
921,922,3,10,1,10,12,10,1,10,7,10,5,5,15,20,3,5
5643,5644,3,20,5,5,8,10,3,5,7,15,5,5,15,30,3,2
6757,6758,8,30,5,2,12,15,1,2,20,10,5,5,7,30,1,2
5877,5878,15,20,3,5,8,20,1,5,15,10,1,2,7,10,1,10
4889,4890,8,30,5,5,12,20,5,5,20,10,1,5,7,20,1,5
957,958,15,30,3,5,12,15,5,10,7,10,5,5,7,10,3,2
709,710,3,20,3,10,5,15,5,5,7,10,1,2,15,20,5,2
922,923,3,10,1,5,8,20,3,2,15,15,3,10,20,30,5,10
2689,2690,8,20,3,5,5,20,1,2,7,10,1,10,20,20,1,5
5110,5111,3,20,3,10,8,10,5,5,20,10,5,5,20,30,5,5
5229,5230,3,20,3,10,5,10,3,10,7,10,5,5,15,20,5,10
3374,3375,15,20,1,10,5,20,1,10,7,25,5,10,7,10,5,10
4919,4920,8,10,1,2,5,20,3,10,15,15,1,10,15,30,1,5
4718,4719,3,10,5,5,8,15,3,2,7,15,5,2,20,30,5,5
497,498,15,30,5,10,12,20,3,2,15,15,1,10,15,20,1,2
2512,2513,15,10,5,5,12,20,5,5,20,25,1,5,7,20,5,10
7360,7361,8,30,5,10,8,10,5,2,7,15,1,5,15,20,5,2
3989,3990,3,30,1,5,8,20,1,2,20,10,5,5,7,10,1,10
92,93,3,10,5,10,5,20,1,2,15,15,1,5,20,20,1,2
3471,3472,8,30,5,10,12,10,5,10,7,25,1,5,20,10,3,2
4797,4798,8,20,5,2,5,15,3,2,7,15,1,10,7,20,5,5
735,736,8,10,1,10,8,10,1,2,20,10,3,2,15,10,3,2
434,435,3,30,3,5,5,20,1,2,15,25,1,2,20,30,5,5
4510,4511,15,10,3,5,5,20,3,2,7,15,3,5,15,20,3,5
5269,5270,3,20,1,5,8,10,5,5,20,15,1,2,7,30,1,5
4684,4685,8,10,3,2,8,20,1,5,7,25,3,10,20,10,3,2
794,795,15,30,3,10,5,20,1,10,20,10,1,2,15,10,1,10
4188,4189,3,10,3,5,5,20,5,10,15,10,1,5,20,20,3,10
5897,5898,15,30,3,2,5,20,3,5,15,25,1,2,15,30,1,2
2478,2479,3,10,1,2,8,20,1,5,20,10,3,2,20,30,5,5
7217,7218,3,10,5,5,8,15,3,10,7,10,3,5,15,30,5,2
4097,4098,8,20,3,2,12,20,1,5,15,25,1,10,7,10,3,2
7485,7486,8,20,1,2,5,20,5,2,7,25,5,10,15,10,3,5
3153,3154,15,20,1,10,8,20,5,2,15,15,1,2,20,10,3,5
4008,4009,3,20,1,2,8,15,1,10,20,10,1,10,7,20,5,10
7393,7394,3,20,3,5,5,15,5,10,7,15,3,10,7,10,1,2
5501,5502,8,30,1,2,5,20,5,10,20,15,5,5,15,20,1,2
6951,6952,8,10,5,2,12,15,3,10,7,15,1,10,7,20,5,2
5923,5924,15,10,1,5,8,10,1,10,7,15,5,5,7,10,1,2
250,251,15,20,3,2,12,15,3,5,15,25,5,2,15,30,5,2
4978,4979,8,10,3,2,5,20,3,2,20,15,1,10,20,10,3,2
2105,2106,8,20,3,5,12,15,3,2,15,10,5,2,20,30,3,2
1191,1192,8,20,3,5,12,15,3,5,15,15,1,5,20,20,1,2
2331,2332,15,10,3,2,12,20,3,2,20,25,3,5,15,30,1,10
5090,5091,15,30,3,5,8,10,1,2,7,25,3,10,15,10,3,10
6271,6272,8,10,1,5,8,20,1,5,20,10,1,5,15,30,5,2
4004,4005,15,20,3,2,5,20,1,2,7,15,3,5,20,30,3,2
7263,7264,8,10,5,5,5,10,3,5,20,15,1,2,7,20,1,5
2482,2483,8,20,3,10,12,15,5,2,20,15,3,5,20,30,3,2
7574,7575,3,30,1,10,12,20,1,5,15,15,1,2,20,10,5,10
2057,2058,15,30,3,10,12,10,3,5,7,25,1,5,7,10,1,10
1558,1559,8,30,1,5,8,10,3,5,15,15,3,2,7,30,5,5
5224,5225,15,10,5,2,8,10,1,2,20,25,1,2,7,20,5,5
7501,7502,8,10,1,5,5,20,3,2,20,10,1,10,15,20,3,2
2503,2504,8,20,3,10,8,20,3,10,20,15,5,5,20,30,3,5
439,440,3,30,3,5,5,20,5,10,15,25,3,5,20,20,5,5
6123,6124,8,30,1,2,5,15,5,2,15,25,3,5,20,20,3,5
2521,2522,8,10,3,5,12,10,3,2,20,25,5,2,7,20,5,2
6745,6746,8,10,5,5,8,15,3,2,15,25,5,10,20,30,5,5
4374,4375,3,20,1,5,5,10,1,5,20,10,1,2,20,10,3,10
6934,6935,3,20,1,5,5,15,3,2,20,25,3,2,15,10,3,2
1291,1292,8,10,3,10,12,10,5,10,7,15,5,10,20,30,5,2
5314,5315,3,20,5,10,5,20,5,10,15,25,1,5,20,30,1,5
3416,3417,8,20,1,2,8,15,5,2,20,10,1,10,7,10,1,2
2736,2737,8,10,5,2,12,15,3,5,7,25,3,2,7,20,1,5
6534,6535,8,30,1,10,12,20,3,5,20,25,3,2,7,30,5,2
7017,7018,3,20,3,10,12,10,1,5,20,25,3,2,15,30,1,2
7639,7640,3,10,3,2,8,20,3,10,15,10,5,10,15,10,5,10
6860,6861,8,20,3,2,8,10,5,10,20,15,1,2,15,10,1,2
5072,5073,15,10,3,2,8,20,3,10,15,15,5,5,15,10,1,10
6466,6467,8,30,3,10,8,15,5,10,7,25,1,2,7,10,1,2
5222,5223,3,10,1,2,12,15,3,5,20,10,5,10,7,10,3,2
2677,2678,15,10,3,2,12,20,3,10,20,15,5,10,15,30,3,5
7133,7134,8,20,5,5,8,15,1,2,20,10,1,5,15,10,5,5
6886,6887,8,20,1,5,12,15,1,10,7,25,1,5,7,30,1,10
4433,4434,3,30,1,2,5,10,1,2,15,10,5,5,15,10,5,10
3321,3322,15,20,1,10,12,10,3,2,15,10,1,5,20,20,1,5
2358,2359,8,30,3,5,8,20,3,10,15,10,5,10,15,30,3,2
3689,3690,3,10,1,10,5,15,5,10,7,15,3,10,15,10,3,2
3534,3535,8,10,5,10,12,10,1,2,20,15,1,10,7,30,5,5
1470,1471,8,10,3,10,5,20,3,2,7,10,5,10,20,20,5,10
548,549,15,20,5,2,5,10,1,10,15,15,1,10,15,10,3,2
3045,3046,3,30,1,2,8,20,5,10,20,10,3,10,20,20,5,10
4383,4384,3,10,3,5,12,10,5,2,7,15,3,2,20,30,3,5
2953,2954,8,10,3,2,8,15,3,5,20,10,5,10,7,30,3,2
1595,1596,8,30,1,2,8,15,3,5,20,15,5,2,15,20,5,5
3437,3438,15,10,3,2,12,15,5,2,20,10,1,5,7,20,3,2
3666,3667,8,10,5,10,5,15,3,10,7,15,3,2,7,30,5,2
7487,7488,3,30,1,2,5,15,3,5,20,25,1,2,20,20,5,5
2392,2393,15,30,5,10,12,15,5,5,7,25,3,5,15,30,5,10
889,890,3,30,5,5,8,20,1,2,20,15,3,5,15,10,1,10
6049,6050,15,30,1,5,12,10,1,2,20,15,3,2,7,30,1,2
66,67,8,30,5,2,8,20,3,10,7,15,5,10,15,20,5,2
4176,4177,8,20,3,10,8,10,1,10,7,25,5,5,7,10,5,2
139,140,8,10,3,5,12,15,5,5,7,15,3,5,7,10,3,10
5710,5711,3,10,1,10,5,20,5,10,7,15,3,10,15,10,5,5
1252,1253,3,20,3,10,5,20,5,2,20,25,3,5,7,10,3,5
1618,1619,3,20,3,2,5,10,3,2,20,10,5,5,7,30,1,2
3509,3510,15,30,1,5,8,15,3,5,15,10,1,10,20,20,5,10
2530,2531,3,30,1,5,8,10,3,10,7,10,3,5,15,10,1,10
7629,7630,15,20,3,5,5,20,3,2,20,25,3,10,15,10,5,10
3481,3482,8,10,5,2,12,20,3,10,15,15,3,2,7,30,3,5
1310,1311,3,20,1,10,12,20,5,2,7,25,5,10,15,30,5,10
546,547,8,10,3,10,5,10,1,5,20,10,5,10,15,10,3,2
7102,7103,8,10,5,5,8,15,1,2,15,10,3,10,15,10,3,10
3398,3399,3,20,1,5,5,20,5,2,15,15,3,2,20,30,3,2
2690,2691,8,30,1,10,5,15,1,5,7,10,1,10,7,10,3,2
4370,4371,15,30,5,10,5,20,1,10,15,25,1,2,7,20,1,10
7245,7246,3,20,5,2,5,20,3,5,7,25,3,5,7,20,5,2
736,737,3,30,5,10,8,15,3,5,7,25,3,5,7,30,1,5
6598,6599,3,10,5,5,5,10,1,5,15,25,5,2,20,30,5,2
4661,4662,8,30,3,10,5,15,1,2,15,15,5,5,20,10,5,10
1228,1229,3,20,3,5,12,10,5,10,7,25,3,2,7,10,1,10
550,551,15,10,3,5,12,20,1,2,20,25,3,2,7,30,1,5
7096,7097,15,30,5,10,5,10,1,5,15,25,3,5,20,30,3,10
4146,4147,15,10,3,5,8,15,3,5,15,10,3,2,20,20,5,5
4479,4480,15,10,3,5,8,15,3,10,20,15,1,10,15,30,5,2
4991,4992,3,30,5,5,5,20,5,10,20,25,1,2,20,20,5,5
4554,4555,3,20,1,2,12,10,3,10,7,25,1,10,7,10,5,2
5915,5916,3,10,5,2,5,10,1,10,7,25,1,5,15,30,5,2
6694,6695,3,30,1,2,8,10,5,10,15,15,3,2,20,30,3,2
5796,5797,8,20,1,5,12,10,3,10,7,15,5,2,7,10,1,5
5228,5229,15,20,3,10,8,10,5,5,20,10,1,10,7,20,3,10
1102,1103,3,30,1,2,12,15,3,2,15,25,1,2,7,10,5,5
3470,3471,8,20,3,2,12,20,1,10,7,10,3,10,7,30,3,2
4213,4214,15,10,5,5,5,20,1,10,20,15,3,2,15,30,5,10
3955,3956,3,30,1,2,8,20,3,10,7,15,1,5,15,20,1,10
3413,3414,8,30,1,5,12,20,3,10,15,15,5,5,7,20,3,10
74,75,8,30,5,10,12,15,1,10,20,15,3,5,20,20,1,10
6623,6624,8,30,5,2,5,15,5,5,7,25,3,5,7,20,3,10
6601,6602,3,30,3,2,5,10,5,5,7,10,5,2,7,30,1,5
1227,1228,3,30,3,5,5,15,3,2,20,25,1,10,7,10,5,2
6706,6707,8,20,1,10,12,15,1,5,20,15,5,5,7,30,5,5
3646,3647,3,10,3,2,12,20,5,5,20,10,1,5,20,30,5,2
4098,4099,15,20,3,5,5,10,1,10,7,10,1,10,7,10,1,2
6516,6517,3,20,5,10,12,10,5,2,15,15,3,5,15,20,1,10
3853,3854,8,30,5,10,5,10,1,10,7,10,5,10,7,10,3,10
637,638,15,10,5,2,8,10,5,10,20,15,3,10,20,20,3,10
979,980,15,20,3,2,8,10,5,5,15,10,3,5,7,10,1,5
5942,5943,15,10,1,5,8,10,3,10,7,15,1,2,15,20,3,2
3784,3785,8,10,1,10,12,10,1,2,7,25,1,10,7,20,1,2
671,672,3,30,5,5,5,15,3,2,15,15,5,10,7,10,1,10
4864,4865,15,30,1,10,12,15,3,10,20,10,1,10,15,10,3,2
4667,4668,15,30,3,10,8,10,1,2,15,15,1,2,7,20,3,2
6254,6255,8,20,5,5,8,15,3,2,7,15,5,2,15,20,3,5
5846,5847,15,20,1,5,5,20,3,10,15,25,3,2,7,20,5,10
3352,3353,15,10,3,2,5,10,3,2,15,15,3,5,20,30,5,5
6907,6908,3,30,5,2,8,20,5,5,20,10,3,5,20,30,1,10
3117,3118,3,20,3,5,12,15,5,10,15,25,3,2,15,20,1,5
3766,3767,8,30,3,2,8,15,3,2,20,10,5,10,15,30,5,10
370,371,15,10,1,10,12,10,3,2,20,10,3,10,7,10,1,5
1244,1245,8,30,5,10,12,10,1,10,7,15,1,2,20,20,5,2
7359,7360,8,20,3,2,8,10,3,5,15,10,5,10,20,10,1,2
6734,6735,8,20,3,5,8,10,1,10,7,10,3,10,15,30,1,2
7679,7680,3,20,5,10,5,10,5,2,7,25,3,2,15,30,3,5
6212,6213,8,20,5,2,5,15,3,10,20,25,5,5,20,20,3,2
2896,2897,3,10,1,10,12,20,5,2,7,15,5,10,20,10,3,5
2655,2656,15,20,3,2,12,15,1,2,7,10,1,10,20,20,3,5
2799,2800,15,30,5,2,8,20,1,10,15,10,5,2,7,10,3,10
204,205,15,10,5,10,5,15,1,5,15,25,3,2,20,30,1,5
1178,1179,8,20,3,2,12,15,5,5,20,25,1,10,7,20,1,2
7221,7222,15,30,1,5,5,10,5,2,15,10,5,2,20,10,5,10
4477,4478,8,10,5,2,5,15,5,10,7,15,3,10,20,30,5,5
759,760,8,10,1,2,5,20,5,5,15,25,3,10,15,30,3,10
3645,3646,3,30,5,10,8,15,5,2,7,15,1,2,20,10,1,5
2167,2168,3,30,5,2,8,15,5,10,20,15,1,2,20,10,1,2
7664,7665,3,20,5,5,5,10,5,2,20,10,1,2,20,10,3,10
2990,2991,15,10,3,5,5,15,5,2,15,15,3,2,7,10,5,5
2661,2662,15,20,3,2,5,20,5,5,20,15,1,5,20,10,3,10
5307,5308,3,30,1,2,12,10,3,2,15,25,1,5,20,10,3,10
761,762,15,20,3,2,8,15,5,2,20,10,5,5,7,30,3,10
3904,3905,3,30,3,10,12,10,5,5,20,25,1,2,20,10,1,10
1151,1152,15,30,5,5,12,20,3,2,20,15,5,5,20,20,1,2
7227,7228,15,30,5,10,8,20,1,10,20,15,5,10,7,30,1,5
6429,6430,15,10,3,5,5,15,5,5,15,25,1,10,7,30,5,2
445,446,15,20,1,2,5,10,1,10,7,25,3,5,20,30,1,10
2692,2693,8,20,5,2,8,20,3,10,20,25,1,10,7,30,5,2
1266,1267,3,20,5,2,12,15,5,10,20,10,5,2,20,10,3,10
211,212,8,20,5,5,12,20,3,2,20,15,1,5,15,20,3,2
1976,1977,3,20,1,5,12,15,5,10,15,15,1,10,15,30,5,5
1468,1469,3,10,1,2,12,20,1,2,20,10,3,10,20,10,3,2
4805,4806,15,10,1,2,12,10,5,10,20,10,3,10,7,30,1,5
2398,2399,15,10,1,2,8,10,3,5,7,15,3,10,7,10,3,2
2447,2448,3,30,5,10,8,20,3,5,15,15,5,2,20,20,3,2
3066,3067,15,10,5,2,12,15,1,10,7,25,1,2,20,20,1,10
3351,3352,15,20,1,5,12,20,1,2,20,10,1,2,20,20,3,10
7463,7464,3,30,5,5,12,10,3,10,15,10,5,2,15,10,5,5
6370,6371,8,30,5,2,8,10,1,10,7,25,1,5,7,20,3,5
320,321,3,30,3,10,12,10,3,5,20,25,1,2,7,30,5,10
4458,4459,3,20,1,2,5,10,1,5,15,25,3,10,15,10,3,2
1761,1762,3,30,5,10,5,10,5,5,7,10,1,2,15,20,5,5
1528,1529,3,20,1,2,8,20,1,2,7,15,1,10,7,20,5,5
6675,6676,3,10,3,2,8,15,5,5,7,15,3,5,15,30,1,2
4139,4140,15,30,3,10,5,15,5,10,7,15,3,5,15,10,5,2
4450,4451,15,20,5,2,8,20,5,10,20,10,3,5,7,10,3,2
7342,7343,3,30,5,10,5,20,3,10,7,15,1,5,15,10,1,2
6997,6998,15,20,5,10,5,15,1,5,15,25,5,2,20,30,1,5
6643,6644,3,20,5,2,5,15,5,10,7,15,3,10,15,20,5,10
1592,1593,3,10,1,10,12,10,1,5,15,10,3,5,15,10,5,10
2807,2808,15,30,5,10,8,20,3,5,15,10,1,10,15,30,1,10
2089,2090,8,10,1,5,5,10,5,2,15,25,1,5,7,30,5,2
7265,7266,3,20,1,2,12,20,5,10,7,25,1,2,15,10,3,10
1672,1673,3,30,5,5,8,15,5,5,20,10,1,5,15,30,5,10
6692,6693,15,30,1,5,5,20,3,2,15,15,1,2,15,10,5,2
2529,2530,15,10,1,5,5,15,3,10,15,25,1,2,15,30,1,2
3966,3967,8,20,1,10,8,20,5,10,7,25,5,10,7,10,5,10
2374,2375,3,10,5,5,8,20,1,10,7,25,1,2,7,30,1,2
3447,3448,8,20,5,5,12,20,3,5,20,15,5,2,7,20,5,5
4613,4614,3,20,5,5,8,15,5,5,20,25,3,10,15,20,3,2
1669,1670,3,30,3,2,5,20,3,2,15,10,3,2,7,10,1,2
3343,3344,3,10,3,10,8,10,3,10,20,15,3,5,7,20,1,10
7146,7147,3,10,5,2,5,15,3,10,20,15,5,2,7,20,5,5
1804,1805,8,30,1,2,12,15,1,2,15,25,5,10,7,30,3,2
4758,4759,3,10,1,5,12,20,5,5,15,10,3,2,7,30,5,5
4298,4299,8,10,3,5,8,15,3,5,15,10,3,2,15,30,5,2
2571,2572,3,10,1,5,8,20,5,5,15,15,1,5,20,10,1,2
5770,5771,8,20,5,5,5,10,1,2,15,15,1,5,7,30,5,5
840,841,3,20,3,10,12,10,1,10,20,25,5,2,20,20,3,5
5455,5456,3,10,3,2,5,15,1,5,20,15,5,10,7,30,5,2
1142,1143,15,10,3,5,8,15,3,5,15,10,5,10,7,30,3,10
5223,5224,8,10,1,5,5,15,3,5,7,10,1,10,15,10,3,5
7187,7188,3,30,1,5,12,20,3,5,15,15,3,2,15,30,5,2
721,722,15,30,3,10,8,10,1,10,7,10,5,10,15,20,1,5
4399,4400,3,20,3,10,8,15,1,2,15,25,3,5,7,30,5,10
7663,7664,8,10,3,10,5,20,3,10,15,10,3,5,15,10,1,10
5329,5330,15,30,1,10,12,15,3,2,7,15,3,2,20,10,1,2
1052,1053,15,10,5,10,8,20,1,10,7,10,1,2,20,20,3,10
1051,1052,3,20,3,2,8,15,5,10,15,15,3,10,7,20,1,2
6046,6047,15,10,1,10,5,15,5,5,7,25,1,5,15,30,5,5
6096,6097,3,20,3,10,8,15,3,10,15,15,1,5,15,20,5,2
5622,5623,15,30,1,2,8,10,1,10,7,10,3,10,15,30,3,10
6910,6911,3,20,3,2,12,20,3,5,20,25,5,2,20,30,3,5
1667,1668,15,30,5,10,8,10,3,10,20,10,3,2,15,20,1,10
6952,6953,3,30,1,10,5,20,3,10,20,15,5,10,7,30,3,2
1281,1282,8,30,5,2,8,10,3,2,15,10,3,10,20,30,5,2
7150,7151,3,30,1,2,5,15,1,10,15,25,5,10,15,30,5,5
2676,2677,3,30,5,5,5,15,1,5,15,10,3,5,15,30,3,2
329,330,8,10,5,5,5,15,5,2,15,25,3,2,7,10,5,10
2307,2308,15,30,1,10,12,20,1,2,7,10,3,10,15,10,1,5
7282,7283,15,30,1,2,12,20,3,10,20,15,1,5,7,20,1,5
4861,4862,3,10,1,5,12,20,3,10,15,10,3,5,7,30,5,5
6333,6334,8,30,3,2,5,10,1,2,7,25,1,5,15,30,5,5
6662,6663,15,20,5,10,8,15,5,10,7,15,3,5,20,20,5,5
4122,4123,15,20,1,5,5,15,5,2,7,15,3,10,7,10,3,5
5358,5359,15,10,3,2,12,15,5,5,7,15,5,10,15,30,5,2
2915,2916,15,10,5,5,8,20,3,2,20,15,1,2,15,10,1,2
5852,5853,15,10,3,10,5,20,5,5,20,25,5,5,20,10,3,5
4378,4379,8,20,5,5,5,20,5,2,20,25,1,5,20,20,1,2
3995,3996,3,10,1,2,12,10,5,5,7,25,5,5,20,10,5,5
3484,3485,3,20,1,2,8,15,5,5,7,15,1,5,15,10,3,5
2464,2465,8,10,5,2,5,10,1,10,7,15,5,5,20,20,3,10
5485,5486,15,10,3,5,5,10,3,2,7,10,5,2,7,30,1,5
2272,2273,3,20,5,2,5,20,5,2,7,25,3,2,7,20,1,10
5956,5957,3,20,3,5,12,10,1,5,7,10,3,2,20,10,1,2
2314,2315,8,10,1,5,5,10,5,10,15,15,1,5,15,20,3,2
6555,6556,15,20,5,5,8,15,5,10,20,15,5,2,20,10,3,2
1270,1271,8,20,5,5,8,10,5,5,15,25,5,5,15,30,3,2
3977,3978,8,10,3,5,5,15,5,10,20,25,1,10,20,30,1,5
1867,1868,15,10,3,5,12,10,5,5,20,15,5,5,7,10,3,5
1530,1531,8,30,3,5,12,15,1,5,20,10,3,5,7,30,5,10
3988,3989,3,20,5,2,12,10,5,5,20,15,5,10,20,20,1,2
3788,3789,3,10,1,10,12,20,5,2,20,10,5,5,15,20,3,10
5448,5449,8,30,5,2,5,20,1,10,7,25,5,5,15,30,5,5
1129,1130,8,20,5,2,8,10,5,2,20,25,3,2,20,30,5,10
5537,5538,8,10,1,5,12,10,3,5,20,15,1,2,15,30,3,5
3640,3641,3,30,1,10,8,15,3,2,15,10,1,10,20,20,5,2
5493,5494,8,30,1,10,5,20,3,5,15,25,1,2,15,30,3,2
1793,1794,15,20,3,10,5,20,1,2,20,10,1,2,20,30,1,5
6957,6958,15,30,5,2,12,20,3,2,20,15,1,5,15,10,5,5
4523,4524,8,10,3,2,12,15,1,2,15,10,5,10,15,30,3,5
366,367,15,10,5,5,8,20,5,5,7,25,1,2,15,20,3,5
4118,4119,8,10,1,2,12,20,1,10,15,15,5,5,15,20,3,10
3492,3493,8,30,3,10,5,20,5,5,15,25,3,10,20,30,1,2
7662,7663,15,30,1,10,8,10,3,5,15,15,1,2,15,30,1,2
7388,7389,8,10,5,5,12,20,3,2,20,15,5,5,7,10,1,10
6124,6125,8,10,5,10,12,10,1,2,20,15,3,5,7,20,1,10
506,507,3,10,1,2,12,10,1,5,20,15,1,5,15,10,5,10
1555,1556,8,30,1,10,5,20,3,2,20,25,1,10,20,30,1,5
1418,1419,3,20,1,2,5,15,5,2,7,25,3,5,7,20,5,5
5583,5584,15,10,5,10,5,20,3,5,20,15,3,10,15,10,1,10
120,121,15,10,3,10,8,20,5,2,15,15,1,2,7,30,3,2
6365,6366,3,30,1,10,12,10,5,5,15,25,1,5,7,20,1,5
3950,3951,8,10,3,5,8,10,5,5,20,25,1,2,20,20,1,2
4072,4073,8,10,5,10,5,15,5,2,7,10,1,2,20,10,5,5
1276,1277,8,20,5,5,12,10,5,10,15,15,1,10,7,10,3,10
1063,1064,15,30,1,5,12,15,3,10,15,10,1,2,15,10,1,5
592,593,15,10,5,2,5,15,1,2,20,25,5,2,15,20,3,5
237,238,3,30,1,2,8,20,3,5,20,10,5,2,15,10,1,10
2969,2970,8,20,1,2,12,20,5,10,7,25,5,10,7,20,5,10
5234,5235,3,30,3,2,8,15,1,5,15,15,5,10,15,10,3,2
1680,1681,3,30,3,2,8,10,1,2,7,10,5,2,20,20,3,2
7176,7177,3,10,5,10,5,20,3,5,15,15,5,5,15,20,3,10
4977,4978,8,30,1,2,5,20,5,10,7,15,3,2,7,30,3,10
1710,1711,8,30,5,2,8,20,1,2,7,25,3,5,15,30,5,5
1655,1656,3,10,1,2,8,15,3,10,20,15,1,2,7,20,1,5
2753,2754,15,30,3,2,8,20,1,2,7,15,3,5,20,10,1,5
1153,1154,15,10,1,10,8,20,1,10,7,10,1,5,20,10,1,5
7599,7600,15,20,1,10,5,15,3,10,7,10,5,5,20,30,1,5
4909,4910,15,30,1,5,12,15,3,10,7,25,5,5,7,10,5,10
7092,7093,3,30,3,5,8,15,1,10,20,10,3,10,7,30,3,5
7300,7301,15,30,5,10,5,20,3,5,15,10,5,10,15,10,5,10
684,685,3,10,5,10,8,15,1,2,7,25,3,10,7,20,5,2
3742,3743,8,20,3,5,5,10,5,5,20,10,1,10,15,20,3,10
3848,3849,8,30,5,2,8,15,5,5,20,10,5,2,7,20,3,5
6610,6611,3,20,1,10,8,10,5,5,7,10,1,5,20,20,1,5
6891,6892,8,20,3,5,12,10,5,2,20,10,3,10,20,30,1,2
2680,2681,3,10,1,2,8,10,3,10,20,15,3,2,7,30,5,2
2353,2354,3,30,1,10,8,10,1,10,20,10,3,10,7,10,1,5
7446,7447,8,20,3,10,12,15,3,5,20,25,1,5,7,10,1,2
1283,1284,3,10,5,2,5,10,3,2,15,10,5,2,7,30,3,10
2138,2139,3,20,1,10,12,20,3,2,15,25,1,5,20,20,5,2
6744,6745,15,30,5,10,8,10,5,10,20,15,3,10,20,30,5,10
6437,6438,15,30,3,10,5,15,1,2,7,10,5,5,15,20,5,5
6795,6796,15,10,5,2,12,10,3,5,20,10,1,2,7,10,5,5
3872,3873,15,10,1,10,5,10,5,10,15,15,3,5,7,10,3,2
6739,6740,15,30,5,2,5,10,5,10,15,15,3,2,20,30,3,5
156,157,8,20,3,2,8,20,1,5,7,15,3,2,15,20,1,5
3075,3076,15,10,5,5,5,15,1,2,20,25,3,5,15,30,1,5
954,955,3,10,5,10,8,15,5,10,20,10,1,5,15,30,5,2
1427,1428,8,20,3,5,12,10,5,5,15,15,1,2,7,30,3,5
3013,3014,8,20,1,10,8,10,3,2,15,10,1,10,20,20,5,5
6786,6787,3,30,5,10,12,10,3,5,15,10,1,5,7,10,3,2
4879,4880,8,10,1,5,12,20,5,10,15,15,3,10,20,10,1,10
1493,1494,3,30,1,10,8,15,1,2,15,10,3,5,15,10,3,10
4552,4553,3,30,1,5,8,20,1,2,7,10,1,2,15,20,5,5
5449,5450,3,10,1,2,5,15,5,10,15,15,1,2,20,10,5,10
3823,3824,8,30,3,10,8,10,5,2,7,10,1,5,15,10,5,5
4791,4792,15,30,3,5,12,15,3,2,7,10,3,10,15,10,5,5
5300,5301,15,30,3,10,12,20,1,2,15,10,3,10,15,30,5,5
110,111,3,10,5,5,8,20,1,10,7,15,1,10,15,20,5,2
2471,2472,3,20,1,10,12,15,3,2,20,10,3,2,7,30,5,10
4676,4677,8,30,5,5,12,20,5,10,7,10,1,5,20,20,5,2
5774,5775,8,30,3,2,5,10,1,2,20,25,5,5,15,10,3,10
5575,5576,8,10,5,2,8,10,3,5,7,25,5,10,20,20,1,2
3286,3287,3,30,5,5,12,15,1,5,20,10,5,2,7,20,3,5
1903,1904,8,30,5,2,5,10,3,2,20,10,3,10,20,20,1,10
666,667,3,10,5,10,8,10,3,2,20,15,3,10,15,20,5,2
3278,3279,3,10,5,5,8,10,5,5,7,25,3,5,15,10,1,10
3334,3335,15,30,5,2,8,10,3,5,15,10,1,10,15,20,1,10
1786,1787,3,20,3,2,5,10,1,5,20,25,3,10,7,10,1,5
5016,5017,8,30,5,2,12,10,5,10,20,15,1,10,20,10,1,5
3115,3116,3,20,5,5,5,10,5,10,7,15,3,5,15,30,5,5
3813,3814,8,10,1,5,12,15,3,5,15,15,1,10,7,10,5,10
4059,4060,8,30,5,5,12,20,5,5,20,10,3,10,7,30,1,10
3402,3403,8,20,1,10,5,20,5,2,15,10,1,10,15,30,3,10
890,891,8,10,1,2,5,15,3,5,20,25,1,10,15,20,3,2
5568,5569,8,30,3,5,5,10,1,5,20,10,5,2,15,20,5,2
5567,5568,15,20,1,2,5,10,5,5,15,10,1,2,20,20,5,10
2623,2624,3,20,5,2,8,10,5,2,7,10,1,2,20,20,5,10
6085,6086,8,30,1,10,12,10,1,10,15,10,1,5,20,10,3,10
815,816,15,10,3,5,5,15,5,10,20,25,1,2,7,10,1,10
